1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	1.0	76.1739273071289	76.1739273071289	
1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	1.0	63.69629669189453	63.69629669189453	
1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	1.0	54.036338806152344	54.036338806152344	
1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	1.0	46.40170669555664	46.40170669555664	
1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	1.0	40.26127243041992	40.26127243041992	
1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	1.0	35.24790573120117	35.24790573120117	
1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	1.0	31.101091384887695	31.101091384887695	
1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	1.0	27.631704330444336	27.631704330444336	
1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	1.0	24.699705123901367	24.699705123901367	
1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	1.0	22.199562072753906	22.199562072753906	
1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	1.0	20.958080291748047	20.958080291748047	0.036684729158878326	15232.37109375	15232.37109375	
1.0	19.12726402282715	19.12726402282715	1.0	19.12726402282715	19.12726402282715	0.3500789403915405	16706.6171875	16706.6171875	1.0	19.12726402282715	19.12726402282715	1.0	19.12726402282715	19.12726402282715	1.0	19.12726402282715	19.12726402282715	1.0	19.12726402282715	19.12726402282715	0.00043418281711637974	19186.673828125	19186.673828125	0.9936406016349792	8135.0859375	8135.0859375	1.0	19.12726402282715	19.12726402282715	0.46873292326927185	8406.478515625	8406.478515625	
1.0	17.520084381103516	17.520084381103516	1.0	17.520084381103516	17.520084381103516	0.06049906089901924	13423.2861328125	13423.2861328125	0.9811910390853882	10343.73046875	10343.73046875	1.0	17.520084381103516	17.520084381103516	1.0	17.520084381103516	17.520084381103516	1.0	17.520084381103516	17.520084381103516	0.0002138026902684942	28660.548828125	28660.548828125	0.0012832300271838903	22044.517578125	22044.517578125	1.0	17.520084381103516	17.520084381103516	0.6690416932106018	7543.83447265625	7543.83447265625	
1.0	16.111862182617188	16.111862182617188	1.0	16.111862182617188	16.111862182617188	0.00035758293233811855	20410.078125	20410.078125	0.9828023910522461	8145.40478515625	8145.40478515625	1.0	16.111862182617188	16.111862182617188	1.0	16.111862182617188	16.111862182617188	1.0	16.111862182617188	16.111862182617188	0.00023377900652121753	28428.470703125	28428.470703125	0.0016414402052760124	21323.767578125	21323.767578125	1.0	16.111862182617188	16.111862182617188	0.7793412804603577	6981.5244140625	6981.5244140625	
