824.6375446048152 913.4533384404951 1031.129877082367 7 8 9 100.0 100.0 -42.23993979900478
1049.3123911155603 1168.973332950854 1288.936470325331 10 11 12 100.0 100.0 -67.60630456412713
1155.7892772389587 1308.7316995156507 1440.3926333911709 11 12 13 100.0 100.0 -77.38176621970727
1190.4433192061247 1405.275432639595 1539.8835623296302 11 13 14 100.0 100.0 -77.38176621970727
1203.5848356254028 1474.0985140868572 1609.2225919472828 11 14 15 100.0 100.0 -77.38176621970727
1204.5217176429853 1520.8045042790282 1659.559416162367 11 14 15 100.0 100.0 -77.38176621970727
1204.6201092261608 1563.194696788308 1701.0265902277679 11 14 16 100.0 100.0 -77.38176621970727
1204.6762483696275 1596.1318363240782 1742.652309937043 11 15 16 100.0 100.0 -77.38176621970727
1204.7302707616755 1616.484346698218 1763.667926427475 11 15 16 100.0 100.0 -77.38176621970727
1204.7842051155521 1634.649811007403 1777.5884439783176 11 15 16 100.0 100.0 -77.38176621970727
1204.8382772025918 1653.262913347348 1806.1250152229734 11 15 17 100.0 100.0 -77.38176621970727
1204.8921477755052 1672.12498535934 1829.091701916717 11 15 17 100.0 100.0 -77.38176621970727
1204.9462693464404 1683.5921365092302 1844.1703686072713 11 16 17 100.0 100.0 -77.38176621970727
1205.000189333603 1690.7537934113755 1854.8109509917638 11 16 17 100.0 100.0 -77.38176621970727
1205.054134027441 1696.3164640380924 1862.8564824870075 11 16 17 100.0 100.0 -77.38176621970727
1205.1082159367047 1700.8971967365678 1869.3491851313881 11 16 17 100.0 100.0 -77.38176621970727
1205.162210003893 1704.8145954420866 1874.905248789806 11 16 17 100.0 100.0 -77.38176621970727
1205.2162288286634 1708.2240565813029 1879.9011926154246 11 16 17 100.0 100.0 -77.38176621970727
1205.2702724280473 1711.196771528999 1884.570794118333 11 16 17 100.0 100.0 -77.38176621970727
1205.3243408190924 1713.767109652222 1895.1579141941488 11 16 18 100.0 100.0 -77.38176621970727
1205.378319314636 1715.9597698633866 1905.617572403815 11 16 18 100.0 100.0 -77.38176621970727
1205.4324371967305 1717.8022743656554 1914.1639060474777 11 16 18 100.0 100.0 -77.38176621970727
1205.4864649307997 1719.3287456235662 1921.2470537147863 11 16 18 100.0 100.0 -77.38176621970727
1205.5405172378228 1720.5781980900522 1927.1955310876704 11 16 18 100.0 100.0 -77.38176621970727
1205.5945941345678 1721.5918470486622 1932.2530624370543 11 16 18 100.0 100.0 -77.38176621970727
1205.6485840600124 1722.4093531381056 1936.6035888604038 11 16 18 100.0 100.0 -77.38176621970727
1205.7027102784832 1723.0671506252093 1940.387598666772 11 16 18 100.0 100.0 -77.38176621970727
1205.7567497428063 1723.596952514435 1943.7137447072514 11 16 18 100.0 100.0 -77.38176621970727
1205.8109253506407 1724.0255911926677 1946.6670378727335 11 16 18 100.0 100.0 -77.38176621970727
1205.8650096371227 1724.3749502755375 1949.3147386638268 11 16 18 100.0 100.0 -77.38176621970727
1205.9191233474883 1724.6627783819517 1951.7102507104048 11 16 18 100.0 100.0 -77.38176621970727
1205.9731456666868 1724.9031555497013 1953.896602390384 11 16 18 100.0 100.0 -77.38176621970727
1206.0273035412256 1725.1069991531972 1955.908562947707 11 16 18 100.0 100.0 -77.38176621970727
1206.0812641848875 1725.2829068270405 1957.7742817996987 11 16 18 100.0 100.0 -77.38176621970727
1206.1354711676488 1725.4374453602286 1959.516776247324 11 16 18 100.0 100.0 -77.38176621970727
1206.189591979597 1725.5758163702476 1961.1549017304455 11 16 18 100.0 100.0 -77.38176621970727
1206.2437374798728 1725.7017863475821 1962.7040953136768 11 16 18 100.0 100.0 -77.38176621970727
