1.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
2.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
3.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
4.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
5.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
6.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
7.000000e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
8.000001e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
9.000001e-01	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.100000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.200000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.300000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.400000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.500000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.600000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.700000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.800000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
1.900000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
2.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
2.100000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
2.200000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
2.300000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.430000e-07	1.000000e+04	1.000000e+04	2.960312e-08	inf	
