1.000000e+01	0.000000e+00
1.002305e+01	0.000000e+00
1.004616e+01	0.000000e+00
1.006932e+01	0.000000e+00
1.009253e+01	0.000000e+00
1.011579e+01	0.000000e+00
1.013911e+01	0.000000e+00
1.016249e+01	0.000000e+00
1.018591e+01	0.000000e+00
1.020939e+01	0.000000e+00
1.023293e+01	0.000000e+00
1.025652e+01	0.000000e+00
1.028016e+01	0.000000e+00
1.030386e+01	0.000000e+00
1.032761e+01	0.000000e+00
1.035142e+01	0.000000e+00
1.037528e+01	0.000000e+00
1.039920e+01	0.000000e+00
1.042317e+01	0.000000e+00
1.044720e+01	0.000000e+00
1.047129e+01	0.000000e+00
1.049542e+01	0.000000e+00
1.051962e+01	0.000000e+00
1.054387e+01	0.000000e+00
1.056818e+01	0.000000e+00
1.059254e+01	0.000000e+00
1.061696e+01	0.000000e+00
1.064143e+01	0.000000e+00
1.066596e+01	0.000000e+00
1.069055e+01	0.000000e+00
1.071519e+01	0.000000e+00
1.073989e+01	0.000000e+00
1.076465e+01	0.000000e+00
1.078947e+01	0.000000e+00
1.081434e+01	0.000000e+00
1.083927e+01	0.000000e+00
1.086426e+01	0.000000e+00
1.088930e+01	0.000000e+00
1.091440e+01	0.000000e+00
1.093956e+01	0.000000e+00
1.096478e+01	0.000000e+00
1.099006e+01	0.000000e+00
1.101539e+01	0.000000e+00
1.104079e+01	0.000000e+00
1.106624e+01	0.000000e+00
1.109175e+01	0.000000e+00
1.111732e+01	0.000000e+00
1.114295e+01	0.000000e+00
1.116863e+01	0.000000e+00
1.119438e+01	0.000000e+00
1.122018e+01	0.000000e+00
1.124605e+01	0.000000e+00
1.127197e+01	0.000000e+00
1.129796e+01	0.000000e+00
1.132400e+01	0.000000e+00
1.135011e+01	0.000000e+00
1.137627e+01	0.000000e+00
1.140250e+01	0.000000e+00
1.142878e+01	0.000000e+00
1.145513e+01	0.000000e+00
1.148154e+01	0.000000e+00
1.150800e+01	0.000000e+00
1.153453e+01	0.000000e+00
1.156112e+01	0.000000e+00
1.158777e+01	0.000000e+00
1.161449e+01	0.000000e+00
1.164126e+01	0.000000e+00
1.166810e+01	0.000000e+00
1.169499e+01	0.000000e+00
1.172195e+01	0.000000e+00
1.174898e+01	0.000000e+00
1.177606e+01	0.000000e+00
1.180321e+01	0.000000e+00
1.183042e+01	0.000000e+00
1.185769e+01	0.000000e+00
